Date,10YYSS
8/30/2013,-18.435
8/29/2013,-17.892
8/28/2013,-18.184
8/27/2013,-18.082
8/26/2013,-17.709
8/23/2013,-19.108
8/22/2013,-19.313
8/21/2013,-18.557
8/20/2013,-18.093
8/19/2013,-17.642
8/16/2013,-16.521
8/15/2013,-15.988
8/14/2013,-16.607
8/13/2013,-16.976
8/12/2013,-17.342
8/9/2013,-17.056
8/8/2013,-17.638
8/7/2013,-17.656
8/6/2013,-14.501
8/5/2013,-13.824
8/2/2013,-13.618
8/1/2013,-14.527
7/31/2013,-15.768
7/30/2013,-15.608
7/29/2013,-16.084
7/26/2013,-16.625
7/25/2013,-16.933
7/24/2013,-16.644
7/23/2013,-17.041
7/22/2013,-17.73
7/19/2013,-17.588
7/18/2013,-16.891
7/17/2013,-17.683
7/16/2013,-18.4
7/15/2013,-19.057
7/12/2013,-19.803
7/11/2013,-18.734
7/10/2013,-19.295
7/9/2013,-20.608
7/8/2013,-22.162
7/5/2013,-22.486
7/4/2013,-22.023
7/3/2013,-20.997
7/2/2013,-20.237
7/1/2013,-19.628
6/28/2013,-19.225
6/27/2013,-18.194
6/26/2013,-19.532
6/25/2013,-20.329
6/24/2013,-21.038
6/21/2013,-21.264
6/20/2013,-21.523
6/19/2013,-18.971
6/18/2013,-16.428
6/17/2013,-15.81
6/14/2013,-16.483
6/13/2013,-16.294
6/12/2013,-18.103
6/11/2013,-18.648
6/10/2013,-19.52
6/7/2013,-18.362
6/6/2013,-17.797
6/5/2013,-18.112
6/4/2013,-18.236
6/3/2013,-17.276
5/31/2013,-16.62
5/30/2013,-15.517
5/29/2013,-15.485
5/28/2013,-15.443
5/27/2013,-14.273
5/24/2013,-14.286
5/23/2013,-12.697
5/22/2013,-12.927
5/21/2013,-12.234
5/20/2013,-12.971
5/17/2013,-13.13
5/16/2013,-12.432
5/15/2013,-13.343
5/14/2013,-14.038
5/13/2013,-14.332
5/10/2013,-14.183
5/9/2013,-14.672
5/8/2013,-14.077
5/7/2013,-14.402
5/6/2013,-14.567
5/3/2013,-14.437
5/2/2013,-14.866
5/1/2013,-15.491
4/30/2013,-14.506
4/29/2013,-13.962
4/26/2013,-15.084
4/25/2013,-14.306
4/24/2013,-14.547
4/23/2013,-15.358
4/22/2013,-14.515
4/19/2013,-14.158
4/18/2013,-13.582
4/17/2013,-14.471
4/16/2013,-14.892
4/15/2013,-14.144
4/12/2013,-15.114
4/11/2013,-14.061
4/10/2013,-14.522
4/9/2013,-15.239
4/8/2013,-16.129
4/5/2013,-14.715
4/4/2013,-14.47
4/3/2013,-13.829
4/2/2013,-13.588
4/1/2013,-13.599
3/28/2013,-14.235
3/27/2013,-13.544
3/26/2013,-13.99
3/25/2013,-11.734
3/22/2013,-11.537
3/21/2013,-10.506
3/20/2013,-9.934
3/19/2013,-9.9
3/18/2013,-8.807
3/15/2013,-7.79
3/14/2013,-7.452
3/13/2013,-7.239
3/12/2013,-7.327
3/11/2013,-7.117
3/8/2013,-7.313
3/7/2013,-7.258
3/6/2013,-7.276
3/5/2013,-7.323
3/4/2013,-7.863
3/1/2013,-8.612
2/28/2013,-8.162
2/27/2013,-8.352
2/26/2013,-8.207
2/25/2013,-7.427
2/22/2013,-6.916
2/21/2013,-6.712
2/20/2013,-6.978
2/19/2013,-6.826
2/18/2013,-6.499
2/15/2013,-6.435
2/14/2013,-5.877
2/13/2013,-6.018
2/12/2013,-4.737
2/11/2013,-4.151
2/8/2013,-4.448
2/7/2013,-4.127
2/6/2013,-4.448
2/5/2013,-4.838
2/4/2013,-5.511
2/1/2013,-4.877
1/31/2013,-3.94
1/30/2013,-3.955
1/29/2013,-3.069
1/28/2013,-3.012
1/25/2013,-2.979
1/24/2013,-2.354
1/23/2013,-2.425
1/22/2013,-2.469
1/21/2013,-2.262
1/18/2013,-2.283
1/17/2013,-1.354
1/16/2013,-0.693
1/15/2013,-0.735
1/14/2013,-0.263
1/11/2013,-0.776
1/10/2013,-0.104
1/9/2013,-0.219
1/8/2013,-0.035
1/7/2013,-0.426
1/4/2013,-0.423
1/3/2013,-0.797
1/2/2013,-2.086
1/1/2013,-3.901
12/31/2012,-7.352
12/28/2012,-4.105
12/27/2012,-4.598
12/26/2012,-4.154
12/25/2012,-3.942
12/24/2012,-4.167
12/21/2012,-3.848
12/20/2012,-3.314
12/19/2012,-3.167
12/18/2012,-3.469
12/17/2012,-3.886
12/14/2012,-3.65
12/13/2012,-3.042
12/12/2012,-3.166
12/11/2012,-3.718
12/10/2012,-4.565
12/7/2012,-4.418
12/6/2012,-4.61
12/5/2012,-4.481
12/4/2012,-4.052
12/3/2012,-3.601
11/30/2012,-4.072
11/29/2012,-3.619
11/28/2012,-3.318
11/27/2012,-2.863
11/26/2012,-3.415
11/23/2012,-3.056
11/22/2012,-3.197
11/21/2012,-3.191
11/20/2012,-3.5
11/19/2012,-4.104
11/16/2012,-4.605
11/15/2012,-4.028
11/14/2012,-3.663
11/13/2012,-4.236
11/12/2012,-3.715
11/9/2012,-3.653
11/8/2012,-1.992
11/7/2012,-0.847
11/6/2012,-0.654
11/5/2012,0.312
11/2/2012,0.217
11/1/2012,-0.737
10/31/2012,-1.408
10/30/2012,-1.275
10/29/2012,-1.352
10/26/2012,-1.079
10/25/2012,-1.092
10/24/2012,-0.317
10/23/2012,-1.381
10/22/2012,-0.371
10/19/2012,-0.365
10/18/2012,0.276
10/17/2012,-0.383
10/16/2012,-1.402
10/15/2012,-3.1
10/12/2012,-2.912
10/11/2012,-2.017
10/10/2012,-3.369
10/9/2012,-3.518
10/8/2012,-4.332
10/5/2012,-4.389
10/4/2012,-5.099
10/3/2012,-4.506
10/2/2012,-5.872
10/1/2012,-5.426
9/28/2012,-4.88
9/27/2012,-3.315
9/26/2012,-3.531
9/25/2012,-1.626
9/24/2012,-0.181
9/21/2012,0.251
9/20/2012,1.439
9/19/2012,-1.128
9/18/2012,-2.143
9/17/2012,-2.166
9/14/2012,-1.966
9/13/2012,-5.322
9/12/2012,-8.01
9/11/2012,-8.469
9/10/2012,-8.504
9/7/2012,-9.273
9/6/2012,-9.478
9/5/2012,-8.717
9/4/2012,-9.251
9/3/2012,-9.797
8/31/2012,-9.815
8/30/2012,-9.669
8/29/2012,-9.293
8/28/2012,-8.37
8/27/2012,-9.284
8/24/2012,-10.103
8/23/2012,-9.71
8/22/2012,-10.12
8/21/2012,-10.406
8/20/2012,-10.59
8/17/2012,-10.852
8/16/2012,-11.361
8/15/2012,-11.026
8/14/2012,-10.01
8/13/2012,-10.634
8/10/2012,-11.172
8/9/2012,-10.906
8/8/2012,-10.556
8/7/2012,-11.268
8/6/2012,-11.341
8/3/2012,-12.219
8/2/2012,-12.522
8/1/2012,-10.54
7/31/2012,-9.7
7/30/2012,-9.051
7/27/2012,-9.902
7/26/2012,-10.931
7/25/2012,-11.702
7/24/2012,-11.985
7/23/2012,-11.492
7/20/2012,-11.48
7/19/2012,-10.717
7/18/2012,-12.019
7/17/2012,-12.559
7/16/2012,-12.232
7/13/2012,-10.737
7/12/2012,-10.181
7/11/2012,-11.125
7/10/2012,-11.66
7/9/2012,-12.676
7/6/2012,-13.387
7/5/2012,-12.791
7/4/2012,-12.44
7/3/2012,-12.489
7/2/2012,-12.953
6/29/2012,-11.064
6/28/2012,-12.216
6/27/2012,-12.097
6/26/2012,-12.108
6/25/2012,-12.643
6/22/2012,-12.107
6/21/2012,-14.409
6/20/2012,-13.74
6/19/2012,-14.551
6/18/2012,-14.704
6/15/2012,-14.24
6/14/2012,-14.646
6/13/2012,-15.163
6/12/2012,-16.02
6/11/2012,-18.042
6/8/2012,-18.182
6/7/2012,-17.458
6/6/2012,-16.478
6/5/2012,-18.767
6/4/2012,-20.222
6/1/2012,-20.588
5/31/2012,-16.729
5/30/2012,-15.443
5/29/2012,-14.382
5/28/2012,-14.517
5/25/2012,-14.551
5/24/2012,-13.884
5/23/2012,-13.819
5/22/2012,-12.685
5/21/2012,-11.983
5/18/2012,-12.492
5/17/2012,-12.914
5/16/2012,-13.637
5/15/2012,-15.663
5/14/2012,-15.694
5/11/2012,-14.985
5/10/2012,-13.531
5/9/2012,-13.585
5/8/2012,-12.236
5/7/2012,-10.986
5/4/2012,-10.798
5/3/2012,-9.93
5/2/2012,-9.993
5/1/2012,-9.993
4/30/2012,-9.785
4/27/2012,-10.667
4/26/2012,-10.52
4/25/2012,-9.916
4/24/2012,-10.34
4/23/2012,-9.887
4/20/2012,-9.213
4/19/2012,-9.259
4/18/2012,-9.027
4/17/2012,-8.546
4/16/2012,-8.825
4/13/2012,-8.948
4/12/2012,-8.275
4/11/2012,-8.745
4/10/2012,-9.311
4/9/2012,-6.516
4/6/2012,-7.431
4/5/2012,-8.744
4/4/2012,-7.425
4/3/2012,-7.265
4/2/2012,-6.644
3/30/2012,-6.036
3/29/2012,-5.274
3/28/2012,-5.081
3/27/2012,-4.607
3/26/2012,-5.915
3/23/2012,-6.279
3/22/2012,-5.929
3/21/2012,-6.355
3/20/2012,-7.281
3/19/2012,-6.383
3/16/2012,-4.871
3/15/2012,-5.351
3/14/2012,-4.309
3/13/2012,-5.851
3/12/2012,-6.125
3/9/2012,-6.994
3/8/2012,-7.122
3/7/2012,-7.551
3/6/2012,-7.841
3/5/2012,-7.237
3/2/2012,-8.097
3/1/2012,-7.621
2/29/2012,-8.284
2/28/2012,-9.163
2/27/2012,-9.812
2/24/2012,-10.062
2/23/2012,-9.127
2/22/2012,-8.356
2/21/2012,-8.288
2/20/2012,-7.759
2/17/2012,-7.7
2/16/2012,-7.144
2/15/2012,-7.608
2/14/2012,-8.143
2/13/2012,-8.37
2/10/2012,-8.552
2/9/2012,-8.097
2/8/2012,-8.105
2/7/2012,-8.047
2/6/2012,-7.834
2/3/2012,-8.019
2/2/2012,-7.508
2/1/2012,-7.168
1/31/2012,-8.705
1/30/2012,-9.706
1/27/2012,-9.194
1/26/2012,-7.822
1/25/2012,-8.242
1/24/2012,-8.661
1/23/2012,-9.809
1/20/2012,-10.606
1/19/2012,-10.286
1/18/2012,-11.573
1/17/2012,-11.74
1/16/2012,-12.729
1/13/2012,-12.68
1/12/2012,-11.45
1/11/2012,-12.576
1/10/2012,-11.981
1/9/2012,-11.862
1/6/2012,-11.919
1/5/2012,-11.069
1/4/2012,-11.948
1/3/2012,-14.066
1/2/2012,-15.191
12/30/2011,-15.135
12/29/2011,-14.917
12/28/2011,-15.128
12/27/2011,-14.847
12/26/2011,-15.299
12/23/2011,-15.261
12/22/2011,-14.843
12/21/2011,-14.761
12/20/2011,-16.163
12/19/2011,-17.642
12/16/2011,-16.576
12/15/2011,-15.118
12/14/2011,-14.202
12/13/2011,-13.822
12/12/2011,-13.567
12/9/2011,-11.824
12/8/2011,-11.997
12/7/2011,-12.104
12/6/2011,-12.86
12/5/2011,-13.805
12/2/2011,-17.089
12/1/2011,-15.427
11/30/2011,-13.676
11/29/2011,-17.269
11/28/2011,-18.584
11/25/2011,-19.355
11/24/2011,-20.741
11/23/2011,-20.451
11/22/2011,-18.333
11/21/2011,-18.473
11/18/2011,-16.491
11/17/2011,-19.134
11/16/2011,-19.348
11/15/2011,-19.119
11/14/2011,-19.147
11/11/2011,-17.417
11/10/2011,-17.332
11/9/2011,-17.271
11/8/2011,-13.531
11/7/2011,-13.61
11/4/2011,-13.044
11/3/2011,-13.669
11/2/2011,-14.277
11/1/2011,-14.647
10/31/2011,-13.239
10/28/2011,-11.201
10/27/2011,-13.091
10/26/2011,-16.573
10/25/2011,-16.878
10/24/2011,-17.111
10/21/2011,-17.312
10/20/2011,-16.6
10/19/2011,-17.113
10/18/2011,-17.754
10/17/2011,-17.49
10/14/2011,-16.722
10/13/2011,-15.424
10/12/2011,-14.324
10/11/2011,-17.044
10/10/2011,-18.571
10/7/2011,-18.498
10/6/2011,-19.046
10/5/2011,-21.736
10/4/2011,-22.671
10/3/2011,-20.102
9/30/2011,-16.99
9/29/2011,-15.976
9/28/2011,-16.031
9/27/2011,-16.257
9/26/2011,-17.206
9/23/2011,-16.65
9/22/2011,-17.557
9/21/2011,-20.308
9/20/2011,-18.853
9/19/2011,-18.793
9/16/2011,-17.893
9/15/2011,-16.774
9/14/2011,-19.3
9/13/2011,-20.225
9/12/2011,-20.742
9/9/2011,-20.89
9/8/2011,-17.916
9/7/2011,-18.524
9/6/2011,-19.941
9/5/2011,-19.365
9/2/2011,-19.334
9/1/2011,-17.595
8/31/2011,-17.221
8/30/2011,-17.431
8/29/2011,-15.055
8/26/2011,-16.419
8/25/2011,-14.682
8/24/2011,-15.039
8/23/2011,-15.097
8/22/2011,-14.868
8/19/2011,-13.514
8/18/2011,-11.775
8/17/2011,-10.965
8/16/2011,-12.987
8/15/2011,-14.273
8/12/2011,-16.668
8/11/2011,-16.091
8/10/2011,-16.598
8/9/2011,-16.932
8/8/2011,-18.015
8/5/2011,-13.401
8/4/2011,-10.446
8/3/2011,-8.588
8/2/2011,-8.714
8/1/2011,-8.725
7/29/2011,-8.417
7/28/2011,-7.258
7/27/2011,-6.001
7/26/2011,-6.255
7/25/2011,-5.692
7/22/2011,-6.897
7/21/2011,-8.819
7/20/2011,-10.252
7/19/2011,-11.159
7/18/2011,-8.995
7/15/2011,-11.099
7/14/2011,-11.028
7/13/2011,-12.425
7/12/2011,-13.316
7/11/2011,-13.745
7/8/2011,-11.9
7/7/2011,-11.218
7/6/2011,-11.445
7/5/2011,-10.231
7/4/2011,-9.842
7/1/2011,-9.819
6/30/2011,-8.367
6/29/2011,-9.323
6/28/2011,-10.251
6/27/2011,-11.384
6/24/2011,-12.003
6/23/2011,-10.701
6/22/2011,-10.385
6/21/2011,-12.319
6/20/2011,-12.605
6/17/2011,-12.902
6/16/2011,-14.11
6/15/2011,-11.345
6/14/2011,-9.005
6/13/2011,-9.386
6/10/2011,-9.175
6/9/2011,-8.989
6/8/2011,-10.566
6/7/2011,-11.365
6/6/2011,-11.563
6/3/2011,-11.215
6/2/2011,-10.635
6/1/2011,-10.248
5/31/2011,-9.033
5/30/2011,-9.061
5/27/2011,-9.116
5/26/2011,-7.842
5/25/2011,-8.492
5/24/2011,-8.522
5/23/2011,-8.943
5/20/2011,-8.726
5/19/2011,-8.783
5/18/2011,-8.024
5/17/2011,-6.914
5/16/2011,-7.332
5/13/2011,-7.711
5/12/2011,-7.208
5/11/2011,-5.861
5/10/2011,-5.449
5/9/2011,-5.188
5/6/2011,-5.879
5/5/2011,-5.369
5/4/2011,-4.967
5/3/2011,-5.109
5/2/2011,-4.05
4/29/2011,-4.685
4/28/2011,-3.641
4/27/2011,-4.815
4/26/2011,-4.692
4/25/2011,-5.111
4/21/2011,-5.289
4/20/2011,-5.013
4/19/2011,-4.943
4/18/2011,-4.365
4/15/2011,-6.685
4/14/2011,-6.499
4/13/2011,-6.338
4/12/2011,-6.973
4/11/2011,-7.706
4/8/2011,-7.731
4/7/2011,-7.762
4/6/2011,-8.702
4/5/2011,-9.143
4/4/2011,-8.558
4/1/2011,-8.522
3/31/2011,-8.506
3/30/2011,-8.488
3/29/2011,-9.637
3/28/2011,-9.888
3/25/2011,-9.737
3/24/2011,-9.968
3/23/2011,-10.411
3/22/2011,-9.989
3/21/2011,-9.77
3/18/2011,-9.011
3/17/2011,-9.7
3/16/2011,-10.152
3/15/2011,-10.936
3/14/2011,-10.851
3/11/2011,-10.357
3/10/2011,-10.174
3/9/2011,-9.351
3/8/2011,-9.232
3/7/2011,-10.278
3/4/2011,-11.56
3/3/2011,-12.772
3/2/2011,-11.873
3/1/2011,-11.251
2/28/2011,-11.037
2/25/2011,-11.347
2/24/2011,-11.069
2/23/2011,-10.841
2/22/2011,-11.275
2/21/2011,-9.895
2/18/2011,-9.722
2/17/2011,-9.284
2/16/2011,-10.018
2/15/2011,-10.067
2/14/2011,-11.095
2/11/2011,-11.964
2/10/2011,-11.337
2/9/2011,-11.631
2/8/2011,-7.332
2/7/2011,-7.518
2/4/2011,-6.663
2/3/2011,-7.915
2/2/2011,-7.236
2/1/2011,-6.699
1/31/2011,-6.227
1/28/2011,-6.07
1/27/2011,-5.452
1/26/2011,-5.13
1/25/2011,-5.729
1/24/2011,-4.649
1/21/2011,-3.887
1/20/2011,-3.796
1/19/2011,-3.909
1/18/2011,-4.278
1/17/2011,-4.303
1/14/2011,-4.254
1/13/2011,-3.734
1/12/2011,-4.255
1/11/2011,-4.562
1/10/2011,-5.595
1/7/2011,-5.74
1/6/2011,-5.121
1/5/2011,-6.072
1/4/2011,-4.639
1/3/2011,-5.248
12/31/2010,-6.334
12/30/2010,-5.796
12/29/2010,-5.917
12/28/2010,-5.667
12/27/2010,-6.469
12/23/2010,-6.921
12/22/2010,-6.432
12/21/2010,-6.716
12/20/2010,-7.369
12/17/2010,-8.218
12/16/2010,-11.662
12/15/2010,-11.03
12/14/2010,-9.218
12/13/2010,-9.271
12/10/2010,-9.347
12/9/2010,-7.91
12/8/2010,-11.708
12/7/2010,-14.192
12/6/2010,-14.723
12/3/2010,-15.132
12/2/2010,-16.395
12/1/2010,-14.989
11/30/2010,-15.068
11/29/2010,-14.306
11/26/2010,-14.926
11/25/2010,-13.61
11/24/2010,-13.285
11/23/2010,-13.084
11/22/2010,-14.624
11/19/2010,-15.422
11/18/2010,-13.895
11/17/2010,-15.52
11/16/2010,-15.153
11/15/2010,-12.446
11/12/2010,-14.139
11/11/2010,-16.026
11/10/2010,-15.62
11/9/2010,-13.267
11/8/2010,-9.749
11/5/2010,-8.954
11/4/2010,-9.614
11/3/2010,-5.334
11/2/2010,-6.896
11/1/2010,-5.01
10/29/2010,-4.988
10/28/2010,-4.602
10/27/2010,-5.813
10/26/2010,-5.448
10/25/2010,-4.987
10/22/2010,-3.711
10/21/2010,-2.811
10/20/2010,-2.515
10/19/2010,-3.443
10/18/2010,-4.24
10/15/2010,-3.859
10/14/2010,-6.208
10/13/2010,-5.637
10/12/2010,-6.368
10/11/2010,-8.184
10/8/2010,-8.186
10/7/2010,-7.473
10/6/2010,-8.685
10/5/2010,-7.528
10/4/2010,-5.342
10/1/2010,-5.636
9/30/2010,-3.353
9/29/2010,-2.065
9/28/2010,-0.912
9/27/2010,-1.68
9/24/2010,-1.916
9/23/2010,-2.288
9/22/2010,-2.061
9/21/2010,-0.319
9/20/2010,-0.217
9/17/2010,-0.389
9/16/2010,0.366
9/15/2010,2.206
9/14/2010,3.384
9/13/2010,2.75
9/10/2010,2.791
9/9/2010,3.835
9/8/2010,4.296
9/7/2010,4.957
9/6/2010,2.58
9/3/2010,2.598
9/2/2010,1.3
9/1/2010,0.413
8/31/2010,-0.242
8/30/2010,-0.8
8/27/2010,-2.898
8/26/2010,-0.603
8/25/2010,-1.507
8/24/2010,-1.859
8/23/2010,-0.877
8/20/2010,-1.651
8/19/2010,-1.277
8/18/2010,-1.555
8/17/2010,1.014
8/16/2010,0.642
8/13/2010,2.508
8/12/2010,0.518
8/11/2010,2.311
8/10/2010,5.272
8/9/2010,4.399
8/6/2010,2.303
8/5/2010,4.875
8/4/2010,6.401
8/3/2010,7.206
8/2/2010,6.825
7/30/2010,4.722
7/29/2010,6.292
7/28/2010,5.12
7/27/2010,3.522
7/26/2010,2.074
7/23/2010,1.209
7/22/2010,2.268
7/21/2010,1.765
7/20/2010,0.031
7/19/2010,0.115
7/16/2010,0.507
7/15/2010,0.521
7/14/2010,-1.548
7/13/2010,-1.82
7/12/2010,-3.877
7/9/2010,-3.405
7/8/2010,-2.221
7/7/2010,-3.22
7/6/2010,-5.879
7/5/2010,-6.528
7/2/2010,-6.402
7/1/2010,-5.226
6/30/2010,-4.847
6/29/2010,-3.932
6/28/2010,-4.3
6/25/2010,-5.367
6/24/2010,-5.237
6/23/2010,-4.266
6/22/2010,-3.058
6/21/2010,-1.091
6/18/2010,-3.874
6/17/2010,-3.868
6/16/2010,-5.425
6/15/2010,-6.033
6/14/2010,-7.316
6/11/2010,-8.861
6/10/2010,-7.92
6/9/2010,-9.007
6/8/2010,-9.945
6/7/2010,-9.724
6/4/2010,-10.35
6/3/2010,-8.541
6/2/2010,-8.372
6/1/2010,-8.651
5/31/2010,-7.648
5/28/2010,-7.63
5/27/2010,-7.867
5/26/2010,-7.918
5/25/2010,-8.444
5/24/2010,-5.608
5/21/2010,-3.824
5/20/2010,-4.515
5/19/2010,-5.821
5/18/2010,-5.762
5/17/2010,-3.023
5/14/2010,-4.416
5/13/2010,-3.913
5/12/2010,-3.866
5/11/2010,-1.941
5/10/2010,-1.414
5/7/2010,-2.268
5/6/2010,-2.184
5/5/2010,0.994
5/4/2010,0.969
5/3/2010,1.547
4/30/2010,2.698
4/29/2010,4.542
4/28/2010,2.262
4/27/2010,0.653
4/26/2010,1.525
4/23/2010,2.33
4/22/2010,2.948
4/21/2010,3.483
4/20/2010,3.503
4/19/2010,3.492
4/16/2010,5.209
4/15/2010,5.672
4/14/2010,5.929
4/13/2010,7.15
4/12/2010,5.718
4/9/2010,3.562
4/8/2010,4.469
4/7/2010,3.558
4/6/2010,3.294
4/5/2010,-1.105
4/2/2010,0.417
4/1/2010,1.89
3/31/2010,3.876
3/30/2010,6.099
3/29/2010,6.11
3/26/2010,7.861
3/25/2010,8.939
3/24/2010,9.379
3/23/2010,3.699
3/22/2010,-1.816
3/19/2010,-3.265
3/18/2010,-2.258
3/17/2010,-2.455
3/16/2010,-3.37
3/15/2010,-2.908
3/12/2010,-3.812
3/11/2010,-2.566
3/10/2010,-1.93
3/9/2010,-3.199
3/8/2010,-3.994
3/5/2010,-3.445
3/4/2010,-2.326
3/3/2010,-3.912
3/2/2010,-5.847
3/1/2010,-7.233
2/26/2010,-7.673
2/25/2010,-6.945
2/24/2010,-8.288
2/23/2010,-9.074
2/22/2010,-9.111
2/19/2010,-10.475
2/18/2010,-8.622
2/17/2010,-9.397
2/16/2010,-9.597
2/15/2010,-6.786
2/12/2010,-9.596
2/11/2010,-9.962
2/10/2010,-10.359
2/9/2010,-6.606
2/8/2010,-6.659
2/5/2010,-6.39
2/4/2010,-7.441
2/3/2010,-7.918
2/2/2010,-9.108
2/1/2010,-9.157
1/29/2010,-9.68
1/28/2010,-9.092
1/27/2010,-9.514
1/26/2010,-9.279
1/25/2010,-8.575
1/22/2010,-9.203
1/21/2010,-7.977
1/20/2010,-8.165
1/19/2010,-8.033
1/18/2010,-8.031
1/15/2010,-7.928
1/14/2010,-6.942
1/13/2010,-8.199
1/12/2010,-7.943
1/11/2010,-7.41
1/8/2010,-8.088
1/7/2010,-8.89
1/6/2010,-7.753
1/5/2010,-7.612
1/4/2010,-9.38
12/31/2009,-11.417
12/30/2009,-11.77
12/29/2009,-14.297
12/28/2009,-14.533
12/24/2009,-13.691
12/23/2009,-13.433
12/22/2009,-15.35
12/21/2009,-14.386
12/18/2009,-11.641
12/17/2009,-12.424
12/16/2009,-13.055
12/15/2009,-13.251
12/14/2009,-11.776
12/11/2009,-10.841
12/10/2009,-10.357
12/9/2009,-11.012
12/8/2009,-12.298
12/7/2009,-14.093
12/4/2009,-13.525
12/3/2009,-11.563
12/2/2009,-10.034
12/1/2009,-10.303
11/30/2009,-9.165
11/27/2009,-9.172
11/26/2009,-8.418
11/25/2009,-7.858
11/24/2009,-9.62
11/23/2009,-10.422
11/20/2009,-11.025
11/19/2009,-10.679
11/18/2009,-8.952
11/17/2009,-8.139
11/16/2009,-8.933
11/13/2009,-11.277
11/12/2009,-11.124
11/11/2009,-11.154
11/10/2009,-14.011
11/9/2009,-11.214
11/6/2009,-12.811
11/5/2009,-13.2
11/4/2009,-14.203
11/3/2009,-15.618
11/2/2009,-15.449
10/30/2009,-14.704
10/29/2009,-13.965
10/28/2009,-14.832
10/27/2009,-15.747
10/26/2009,-16.348
10/23/2009,-15.866
10/22/2009,-15.378
10/21/2009,-15.866
10/20/2009,-15.693
10/19/2009,-16.069
10/16/2009,-16.902
10/15/2009,-15.78
10/14/2009,-15.146
10/13/2009,-14.73
10/12/2009,-15.854
10/9/2009,-15.738
10/8/2009,-13.707
10/7/2009,-15.454
10/6/2009,-16.004
10/5/2009,-15.545
10/2/2009,-14.652
10/1/2009,-13.128
9/30/2009,-13.85
9/29/2009,-12.999
9/28/2009,-13.427
9/25/2009,-15.499
9/24/2009,-16.716
9/23/2009,-18.318
9/22/2009,-20.367
9/21/2009,-20.754
9/18/2009,-20.008
9/17/2009,-18.171
9/16/2009,-19.763
9/15/2009,-20.375
9/14/2009,-17.905
9/11/2009,-15.657
9/10/2009,-16.071
9/9/2009,-16.382
9/8/2009,-18.911
9/4/2009,-19.699
9/3/2009,-18.65
9/2/2009,-19.195
9/1/2009,-21.456
8/31/2009,-20.777
8/28/2009,-22.273
8/27/2009,-22.177
8/26/2009,-23.568
8/25/2009,-24.869
8/24/2009,-25.765
8/21/2009,-25.483
8/20/2009,-24.037
8/19/2009,-24.998
8/18/2009,-24.768
8/17/2009,-21.293
8/14/2009,-21.535
8/13/2009,-21.902
8/12/2009,-24.896
8/11/2009,-25.786
8/10/2009,-28.784
8/7/2009,-30.804
8/6/2009,-26.522
8/5/2009,-23.909
8/4/2009,-22.467
8/3/2009,-23.24
7/31/2009,-22.121
7/30/2009,-21.983
7/29/2009,-21.78
7/28/2009,-20.279
7/27/2009,-20.501
7/24/2009,-20.683
7/23/2009,-21.921
7/22/2009,-18.296
7/21/2009,-18.61
7/20/2009,-21.775
7/17/2009,-21.731
7/16/2009,-20.167
7/15/2009,-22.665
7/14/2009,-20.198
7/13/2009,-18.107
7/10/2009,-15.82
7/9/2009,-15.737
7/8/2009,-14.621
7/7/2009,-17.683
7/6/2009,-18.594
7/3/2009,-20.873
7/2/2009,-20.385
7/1/2009,-21.571
6/30/2009,-22.613
6/29/2009,-20.571
6/26/2009,-18.497
6/25/2009,-20.902
6/24/2009,-23.125
6/23/2009,-24.109
6/22/2009,-23.51
6/19/2009,-24.759
6/18/2009,-26.035
6/17/2009,-18.656
6/16/2009,-21.184
6/15/2009,-22.945
6/12/2009,-28.034
6/11/2009,-33.887
6/10/2009,-37.66
6/9/2009,-35.558
6/8/2009,-43.095
6/5/2009,-37.414
6/4/2009,-32.826
6/3/2009,-27.987
6/2/2009,-32.41
6/1/2009,-31.775
5/29/2009,-18.727
5/28/2009,-28.656
5/27/2009,-28.104
5/26/2009,-16.903
5/22/2009,-14.54
5/21/2009,-9.844
5/20/2009,-8.976
5/19/2009,-7.505
5/18/2009,-8.283
5/15/2009,-9.283
5/14/2009,-10.353
5/13/2009,-9.1
5/12/2009,-9.994
5/11/2009,-12.437
5/8/2009,-12.667
5/7/2009,-12.34
5/6/2009,-10.313
5/5/2009,-11.962
5/4/2009,-13.777
5/1/2009,-12.849
4/30/2009,-9.35
4/29/2009,-9.164
4/28/2009,-9.467
4/27/2009,-12.732
4/24/2009,-13.267
4/23/2009,-12.122
4/22/2009,-13.165
4/21/2009,-15.187
4/20/2009,-17.137
4/17/2009,-16.009
4/16/2009,-13.607
4/15/2009,-15.046
4/14/2009,-17.315
4/13/2009,-18.487
4/9/2009,-18.258
4/8/2009,-19.417
4/7/2009,-20.86
4/6/2009,-19.99
4/3/2009,-18.004
4/2/2009,-17.651
4/1/2009,-19.847
3/31/2009,-18.385
3/30/2009,-17.278
3/27/2009,-17.778
3/26/2009,-19.428
3/25/2009,-22.228
3/24/2009,-25.118
3/23/2009,-26.487
3/20/2009,-31.644
3/19/2009,-29.387
3/18/2009,-34.855
3/17/2009,-21.337
3/16/2009,-20.743
3/13/2009,-22.916
3/12/2009,-17.396
3/11/2009,-20.404
3/10/2009,-23.033
3/9/2009,-24.027
3/6/2009,-25.209
3/5/2009,-26.525
3/4/2009,-29.01
3/3/2009,-29.979
3/2/2009,-31.436
2/27/2009,-30.449
2/26/2009,-29.982
2/25/2009,-29.158
2/24/2009,-24.93
